WinningHand,NumWinners,FavouredHand,UnfavouredHand,FavouredHandClass,UnfavouredHandClass,FavouredWon,P(FavouredWins),P(FavouredLoses),P(Tie),P(ThisOutcome),Sum(Ps),AllHands,
8d 0h 0m 8s,1,8d 0h 0m 8s,Ac Qd,88,AQ,1,0.550920864519,0.445388202095,0.003690933386,0.550920864519,1.000000000000,Ac Qd,8d 0h 0m 8s
5s 5c,1, 5s 5c,Ac Ks,55,AK,1,0.539544379970,0.455156911390,0.005298708641,0.539544379970,1.000000000000,Ac Ks, 5s 5c
Tc Ts,1, Tc Ts,Ac Qd,TT,AQ,1,0.567586713574,0.428568174810,0.003845111616,0.567586713574,1.000000000000,Tc Ts, Ac Qd
9d Ac,1, Jd Ah,9d Ac,AJ,A9,0,0.694168208449,0.227453185883,0.078378605668,0.227453185883,1.000000000000,Jd Ah, 9d Ac
4d Ah,1, 7h 7c,4d Ah,77,A4,0,0.688520262757,0.307172090937,0.004307646306,0.307172090937,1.000000000000,7h 7c, 4d Ah
Ad Qs,1,5d 0h 0m 5s,Ad Qs,55,AQ,0,0.536053177473,0.458783019838,0.005163802689,0.458783019838,1.000000000000,Ad Qs,5d 0h 0m 5s
Jh Ah,1, Jh Ah,8h As,AJ s,A8,1,0.698510311253,0.225614143283,0.075875545464,0.698510311253,1.000000000000,Jh Ah, 8h As
Ah Ks,1,5h 0m 5s,Ah Ks,55,AK,0,0.539544379970,0.455156911390,0.005298708641,0.455156911390,1.000000000000,Ah Ks,5h 0m 5s
Jc Qc,1, Js Jd,Jc Qc,JJ,QJ s,0,0.622602645325,0.362389505602,0.015007849074,0.362389505602,1.000000000000,Js Jd, Jc Qc
8h 0m 8s,1,9h 0m 9s,8h 0m 8s,99,88,0,0.822535017146,0.169981498612,0.007483484241,0.169981498612,1.000000000000,9h 0m 9s,8h 0m 8s
Th Qd,1, Kc 9s,Th Qd,K9,QT,0,0.574236233753,0.419890977303,0.005872788944,0.419890977303,1.000000000000,Th Qd, Kc 9s
7h Ad,1, 8c 8d,7h Ad,88,A7,0,0.703984222428,0.292575967819,0.003439809753,0.292575967819,1.000000000000,8c 8d, 7h Ad
2h 0m 2s,1,2h 0m 2s,Jc Ad,22,AJ,1,0.520715363627,0.473743564227,0.005541072146,0.520715363627,1.000000000000,Jc Ad,2h 0m 2s
As 7d,1, As 7d,6h Jh,A7,J6 s,1,0.591827736196,0.404363944720,0.003808319084,0.591827736196,1.000000000000,As 7d, 6h Jh
3d 3h,1,8h,3d 3h,87s,33,0,0.518353633467,0.461757374859,0.019888991674,0.461757374859,1.000000000000,8h,3d 3h
Draw,2, Kh Ac,As Kd,AK,AK,0,0.021730954317,0.021730954317,0.956538091367,0.956538091367,1.000000000000,Kh Ac, As Kd
Qc Qh,1, Qc Qh,2d 0h 0m 2s,QQ,22,1,0.809408843290,0.185691325839,0.004899830871,0.809408843290,1.000000000000,Qc Qh,2d 0h 0m 2s
Ac Jh,1, Ac Jh,3d,AJ,93s,1,0.627798568478,0.367903713359,0.004297718162,0.627798568478,1.000000000000,Ac Jh,3d
7c 7s,1, 7c 7s,6d,77,65s,1,0.801004961736,0.186390383951,0.012604654314,0.801004961736,1.000000000000,7c 7s,6d
5s As,1,4d 4h,5s As,44,A5 s,0,0.515906054065,0.478837285903,0.005256660032,0.478837285903,1.000000000000,5s As,4d 4h
8d 8c,1, 8d 8c,Qh Kh,88,KQ s,1,0.509172436670,0.486939235089,0.003888328241,0.509172436670,1.000000000000,Qh Kh, 8d 8c
Jh Kd,1, Jh Kd,5s Jd,KJ,J5,1,0.737314752521,0.231194928003,0.031490319476,0.737314752521,1.000000000000,Jh Kd, 5s Jd
8h 0m 8s,1,8h 0m 8s,8d 9h,88,98,1,0.633617044637,0.344384525178,0.021998430185,0.633617044637,1.000000000000,8h 0m 8s,8d 9h
Draw,2, Ts Qh,Th Qc,QT,QT,0,0.018214639457,0.010916869902,0.970868490642,0.970868490642,1.000000000000,Ts Qh, Th Qc
Draw,2,3d 3h,Js Ad,33,AJ,0,0.524075748232,0.470622623086,0.005301628683,0.005301628683,1.000000000000,Js Ad,3d 3h
Jd Ac,1, Jd Ac,6h,AJ,76s,1,0.582851526364,0.413355922780,0.003792550855,0.582851526364,1.000000000000,Jd Ac,6h
Th Jh,1,8d 8h,Th Jh,88,JT s,0,0.501676688252,0.493375008176,0.004948303572,0.493375008176,1.000000000000,8d 8h, Th Jh
Ac Ah,1, Ac Ah,8c Jc,AA,J8 s,1,0.810290696045,0.185688989806,0.004020314150,0.810290696045,1.000000000000,Ac Ah, 8c Jc
Ad 7s,1, Ad 7s,8h 0m 4s,A7,84,1,0.630309220793,0.365379628851,0.004311150356,0.630309220793,1.000000000000,Ad 7s,8h 0m 4s
Kd As,1,8h 0m 8s,Kd As,88,AK,0,0.549748759566,0.446494898102,0.003756342332,0.446494898102,1.000000000000,Kd As,8h 0m 8s
Qd 2c,1, Kc 8d,Qd 2c,K8,Q2,0,0.634550290135,0.357591292200,0.007858417664,0.357591292200,1.000000000000,Kc 8d, Qd 2c
Kh Ks,1, Kh Ks,Qs Jd,KK,QJ,1,0.862341616909,0.133560979826,0.004097403265,0.862341616909,1.000000000000,Kh Ks, Qs Jd
7d,1, Qh As,7d,AQ,87s,0,0.582353367159,0.413880946374,0.003765686467,0.413880946374,1.000000000000,Qh As,7d
9d 0h 0m 9s,1,9d 0h 0m 9s,Ah Qs,99,AQ,1,0.551931783141,0.444223105243,0.003845111616,0.551931783141,1.000000000000,9d 0h 0m 9s, Ah Qs
9d 9h,1,9d 9h,Ah Ts,99,AT,1,0.553470061391,0.442805132733,0.003724805876,0.553470061391,1.000000000000,9d 9h, Ah Ts
Qc Kh,1, Qc Kh,Ts Kd,KQ,KT,1,0.705050037844,0.239910086059,0.055039876097,0.705050037844,1.000000000000,Qc Kh, Ts Kd
Qh Qs,1, Qh Qs,5s As,QQ,A5 s,1,0.667582975920,0.327755468655,0.004661555425,0.667582975920,1.000000000000,Qh Qs, 5s As
2c 2s,1, 2c 2s,Jd Ac,22,AJ,1,0.516514590867,0.477587507826,0.005897901307,0.516514590867,1.000000000000,Jd Ac, 2c 2s
Jd Jc,1, Ah Ad,Jd Jc,AA,JJ,0,0.809449723881,0.186488497370,0.004061778750,0.186488497370,1.000000000000,Ah Ad, Jd Jc
8s,1,8s,2h 2c,87s,22,1,0.523273904634,0.453123393977,0.023602701389,0.523273904634,1.000000000000,8s, 2h 2c
As Ks,1, 5c 5s,As Ks,55,AK s,0,0.518917201618,0.475889211262,0.005193587120,0.475889211262,1.000000000000,As Ks, 5c 5s
Kd As,1, Kd As,9d Td,AK,T9 s,1,0.598877886170,0.396229875069,0.004892238761,0.598877886170,1.000000000000,Kd As, 9d Td
Th Tc,1, Th Tc,5h Ks,TT,K5,1,0.722469841804,0.273534372401,0.003995785795,0.722469841804,1.000000000000,Th Tc, 5h Ks
Ts Td,1, Ts Td,Kc As,TT,AK,1,0.566823998542,0.429268984947,0.003907016511,0.566823998542,1.000000000000,Ts Td, Kc As
Th Td,1, Th Td,6s 6c,TT,66,1,0.800679085022,0.195471131294,0.003849783683,0.800679085022,1.000000000000,Th Td, 6s 6c
7s Qs,1, Kd Ah,7s Qs,AK,Q7 s,0,0.628168829834,0.367775231501,0.004055938665,0.367775231501,1.000000000000,Kd Ah, 7s Qs
Kc Qs,1, Kc Qs,9c Kh,KQ,K9,1,0.712281230436,0.230938548295,0.056780221269,0.712281230436,1.000000000000,Kc Qs, 9c Kh
Draw,2, Kh Ad,5d Ac,AK,A5,0,0.705531260804,0.246862122614,0.047606616582,0.047606616582,1.000000000000,Kh Ad, 5d Ac
Ks Jd,1, Ah Kc,Ks Jd,AK,KJ,0,0.733127411955,0.256196913632,0.010675674413,0.256196913632,1.000000000000,Ah Kc, Ks Jd
Qd Qh,1, Qd Qh,Qc As,QQ,AQ,1,0.692082130276,0.295563171026,0.012354698698,0.692082130276,1.000000000000,Qd Qh, Qc As
5d 5h,1,5d 5h,Qh Jc,55,QJ,1,0.512358786757,0.481098566610,0.006542646633,0.512358786757,1.000000000000,Qh Jc,5d 5h
Ah 6s,1, Ah 6s,Qc Kd,A6,KQ,1,0.573150562050,0.423404956129,0.003444481821,0.573150562050,1.000000000000,Qc Kd, Ah 6s
Ah 5h,1, Ah 5h,Jh Qd,A5 s,QJ,1,0.581310328073,0.413560325737,0.005129346191,0.581310328073,1.000000000000,Ah 5h, Jh Qd
Jd Ac,1, Qc As,Jd Ac,AQ,AJ,0,0.705782384436,0.236232584868,0.057985030695,0.236232584868,1.000000000000,Qc As, Jd Ac
Ah Td,1, Ah Td,Ac 8s,AT,A8,1,0.660803805866,0.233755221036,0.105440973098,0.660803805866,1.000000000000,Ah Td, Ac 8s
Jc Kh,1, 3c 3h,Jc Kh,33,KJ,0,0.506887795625,0.484996822994,0.008115381381,0.484996822994,1.000000000000,Jc Kh, 3c 3h
Jd Qs,1, Td Kd,Jd Qs,KT s,QJ,0,0.609477639485,0.383259047459,0.007263313057,0.383259047459,1.000000000000,Td Kd, Jd Qs
Ad Qd,1, Ad Qd,Kh Th,AQ s,KT s,1,0.604504807558,0.390617553892,0.004877638550,0.604504807558,1.000000000000,Ad Qd, Kh Th
2c Ks,1, 2c Ks,5d 9c,K2,95,1,0.570715246825,0.421899966361,0.007384786814,0.570715246825,1.000000000000,5d 9c, 2c Ks
Ad Ah,1, Ad Ah,3c Tc,AA,T3 s,1,0.825326577524,0.170942192508,0.003731229969,0.825326577524,1.000000000000,Ad Ah, 3c Tc
Qd Tc,1, Qd Tc,7c 9c,QT,97s,1,0.622904577692,0.367927073697,0.009168348611,0.622904577692,1.000000000000,Qd Tc, 7c 9c
Ac Ad,1, Ac Ad,5h 5c,AA,55,1,0.806817597810,0.189046454368,0.004135947822,0.806817597810,1.000000000000,Ac Ad, 5h 5c
As Ah,1, As Ah,Ac Qh,AA,AQ,1,0.923650239677,0.063016847476,0.013332912847,0.923650239677,1.000000000000,As Ah, Ac Qh
Jc Ks,1, 8s Ad,Jc Ks,A8,KJ,0,0.568976069670,0.426785197021,0.004238733309,0.426785197021,1.000000000000,Jc Ks, 8s Ad
Qc Ad,1, Qc Ad,Ah Js,AQ,AJ,1,0.706862216055,0.236212144572,0.056925639372,0.706862216055,1.000000000000,Qc Ad, Ah Js
Ac 7c,1,3d 3h,Ac 7c,33,A7 s,0,0.505514207758,0.489046921575,0.005438870668,0.489046921575,1.000000000000,Ac 7c,3d 3h
5d 5h,1,5d 5h,6s Ac,55,A6,1,0.565281048225,0.430779230791,0.003939720984,0.565281048225,1.000000000000,5d 5h, 6s Ac
Ac Td,1, Ac Td,5c 6c,AT,65s,1,0.597352456106,0.397637919435,0.005009624459,0.597352456106,1.000000000000,Ac Td, 5c 6c
Td Th,1, Td Th,Kc Ad,TT,AK,1,0.566823998542,0.429268984947,0.003907016511,0.566823998542,1.000000000000,Td Th, Kc Ad
Js Jd,1, As Ad,Js Jd,AA,JJ,0,0.815785047515,0.179346658070,0.004868294415,0.179346658070,1.000000000000,As Ad, Js Jd
Kh Ad,1, Kd Kc,Kh Ad,KK,AK,0,0.693782762874,0.297446014259,0.008771222867,0.297446014259,1.000000000000,Kd Kc, Kh Ad
Draw,2, Jd Jc,Ks Jh,JJ,KJ,0,0.676339014568,0.307815084237,0.015845901195,0.015845901195,1.000000000000,Jd Jc, Ks Jh
As Jd,1, As Jd,8s Td,AJ,T8,1,0.647751801082,0.347468089778,0.004780109139,0.647751801082,1.000000000000,As Jd, 8s Td
Ts Ah,1, Ts Ah,8c Ac,AT,A8 s,1,0.621420612228,0.277744489296,0.100834898476,0.621420612228,1.000000000000,8c Ac, Ts Ah
Js Ad,1, Js Ad,As 7d,AJ,A7,1,0.687684546669,0.232042908269,0.080272545062,0.687684546669,1.000000000000,Js Ad, As 7d
Draw,2, Ad Qc,Ac 2d,AQ,A2,0,0.706944561246,0.230598071371,0.062457367383,0.062457367383,1.000000000000,Ad Qc, Ac 2d
8c 8h,1, Tc Th,8c 8h,TT,88,0,0.820242199983,0.174088246012,0.005669554004,0.174088246012,1.000000000000,Tc Th, 8c 8h
Qs Qc,1, Qs Qc,Ks As,QQ,AK s,1,0.538805609284,0.456457498201,0.004736892514,0.538805609284,1.000000000000,Qs Qc, Ks As
Qh Qd,1, Qh Qd,8c 8h,QQ,88,1,0.806788397387,0.189386347284,0.003825255328,0.806788397387,1.000000000000,Qh Qd, 8c 8h
Th Tc,1, Th Tc,Ad Jd,TT,AJ s,1,0.538866930171,0.457568282268,0.003564787561,0.538866930171,1.000000000000,Th Tc, Ad Jd
9c Ad,1, 9c Ad,Qs Jc,A9,QJ,1,0.564468692475,0.431232421346,0.004298886179,0.564468692475,1.000000000000,Qs Jc, 9c Ad
Ad Jh,1, Ad Jh,9d Qs,AJ,Q9,1,0.628907016511,0.366791761276,0.004301222213,0.628907016511,1.000000000000,Ad Jh, 9d Qs
Ac Qs,1, Ac Qs,As Jd,AQ,AJ,1,0.705782384436,0.236232584868,0.057985030695,0.705782384436,1.000000000000,Ac Qs, As Jd
7h 0m 9s,1, Kc Qh,7h 0m 9s,KQ,97,0,0.643206463338,0.350440692774,0.006352843888,0.350440692774,1.000000000000,Kc Qh,7h 0m 9s
Qh Kh,1, Ac 6d,Qh Kh,A6,KQ s,0,0.535171324718,0.460825881386,0.004002793896,0.460825881386,1.000000000000,Qh Kh, Ac 6d
4h 4c,1, 4h 4c,Ad 8s,44,A8,1,0.544333249236,0.451500434502,0.004166316262,0.544333249236,1.000000000000,4h 4c, Ad 8s
5h 0m 5s,1,5h 0m 5s,4c 6c,55,64s,1,0.651967174053,0.327688307684,0.020344518263,0.651967174053,1.000000000000,5h 0m 5s, 4c 6c
Qs Ad,1, Qs Ad,Ac 9c,AQ,A9 s,1,0.662447789645,0.282199889739,0.055352320616,0.662447789645,1.000000000000,Qs Ad, Ac 9c
Ks 9h,1, Ks 9h,8c Jc,K9,J8 s,1,0.582715452396,0.411101650174,0.006182897429,0.582715452396,1.000000000000,8c Jc, Ks 9h
5h Kh,1, Qd Ks,5h Kh,KQ,K5 s,0,0.661405918575,0.282641400125,0.055952681300,0.282641400125,1.000000000000,Qd Ks, 5h Kh
Jh Qc,1, Ad Ks,Jh Qc,AK,QJ,0,0.641019935712,0.355095240098,0.003884824190,0.355095240098,1.000000000000,Ad Ks, Jh Qc
Js Qd,1, Tc Ks,Js Qd,KT,QJ,0,0.595568310300,0.397597038844,0.006834650856,0.397597038844,1.000000000000,Js Qd, Tc Ks
9s Ks,1, As Jc,9s Ks,AJ,K9 s,0,0.610678360852,0.384328950934,0.004992688214,0.384328950934,1.000000000000,As Jc, 9s Ks
Ks Kc,1, Ks Kc,6h 0m 6s,KK,66,1,0.803148272737,0.193303291939,0.003548435325,0.803148272737,1.000000000000,Ks Kc,6h 0m 6s
5c 5h,1, 5c 5h,6d Ac,55,A6,1,0.561147436437,0.434172903877,0.004679659687,0.561147436437,1.000000000000,5c 5h, 6d Ac
As Ks,1, As Ks,Ac 3d,AK s,A3,1,0.726140918902,0.227628388417,0.046230692681,0.726140918902,1.000000000000,As Ks, Ac 3d
Ad 9d,1, Kd Kh,Ad 9d,KK,A9 s,0,0.681245269532,0.314295825975,0.004458904494,0.314295825975,1.000000000000,Kd Kh, Ad 9d
Ks Ah,1, Ks Ah,Ts Ad,AK,AT,1,0.717089955989,0.236363402760,0.046546641251,0.717089955989,1.000000000000,Ks Ah, Ts Ad
Ad Ac,1, Ad Ac,Ks 9c,AA,K9,1,0.866810449546,0.129484600865,0.003704949588,0.866810449546,1.000000000000,Ad Ac, Ks 9c
As Qs,1, As Qs,Kd 9h,AQ s,K9,1,0.656210579430,0.339544847177,0.004244573394,0.656210579430,1.000000000000,As Qs, Kd 9h
Draw,2, Ks Ah,Kh As,AK,AK,0,0.007397050991,0.007397050991,0.985205898018,0.985205898018,1.000000000000,Ks Ah, Kh As
Kd Ah,1, Kd Ah,Th Kh,AK,KT s,1,0.702972135789,0.285048682944,0.011979181267,0.702972135789,1.000000000000,Kd Ah, Th Kh
Ac Th,1, Ac Th,4c Ah,AT,A4,1,0.649782982461,0.240485334380,0.109731683159,0.649782982461,1.000000000000,Ac Th, 4c Ah
Ac Tc,1, Ac Tc,Qh Kc,AT s,KQ,1,0.613378815911,0.381485997813,0.005135186275,0.613378815911,1.000000000000,Ac Tc, Qh Kc
Qd Ah,1, 6h 6c,Qd Ah,66,AQ,0,0.544497355610,0.451741629991,0.003761014399,0.451741629991,1.000000000000,Qd Ah, 6h 6c
8h 0m 9s,1, Ah Ks,8h 0m 9s,AK,98,0,0.643421962455,0.351663606462,0.004914431082,0.351663606462,1.000000000000,Ah Ks,8h 0m 9s
Ts Th,1, Ts Th,4s Ac,TT,A4,1,0.706447570058,0.289704982293,0.003847447649,0.706447570058,1.000000000000,Ts Th, 4s Ac
Ad Jh,1, 9c 9h,Ad Jh,99,AJ,0,0.552675225894,0.443545655444,0.003779118661,0.443545655444,1.000000000000,9c 9h, Ad Jh
Qh Qs,1, Qh Qs,2c 2h,QQ,22,1,0.815839360301,0.178891715490,0.005268924210,0.815839360301,1.000000000000,Qh Qs, 2c 2h
Ad 5h,1, 4d 4c,Ad 5h,44,A5,0,0.543941963577,0.450616829722,0.005441206702,0.450616829722,1.000000000000,4d 4c, Ad 5h
Ac 8c,1, Ac 8c,7c 9h,A8 s,97,1,0.623632836225,0.371876138816,0.004491024958,0.623632836225,1.000000000000,Ac 8c, 7c 9h
Ts Tc,1, Ts Tc,6d As,TT,A6,1,0.712920135677,0.283600926004,0.003478938319,0.712920135677,1.000000000000,Ts Tc, 6d As
Th Td,1, Th Td,7s Ad,TT,A7,1,0.710469052224,0.286139610723,0.003391337052,0.710469052224,1.000000000000,Th Td, 7s Ad
Jd Jh,1, Jd Jh,Kc Qc,JJ,KQ s,1,0.533406451191,0.462749605210,0.003843943599,0.533406451191,1.000000000000,Jd Jh, Kc Qc
Qh 7s,1, Ac Th,Qh 7s,AT,Q7,0,0.644055027612,0.351929330306,0.004015642082,0.351929330306,1.000000000000,Ac Th, Qh 7s
Ts Tc,1, Ts Tc,6h Ah,TT,A6 s,1,0.677511703529,0.319209089040,0.003279207430,0.677511703529,1.000000000000,Ts Tc, 6h Ah
Jd Jc,1, Jd Jc,3c Qs,JJ,Q3,1,0.728470528598,0.267297746195,0.004231725208,0.728470528598,1.000000000000,Jd Jc, 3c Qs
Ad Kc,1, 4c 4h,Ad Kc,44,AK,0,0.537800530747,0.457155388296,0.005044080958,0.457155388296,1.000000000000,Ad Kc, 4c 4h
Kc Ks,1, Kc Ks,Ah 7s,KK,A7,1,0.714563535447,0.281867004924,0.003569459629,0.714563535447,1.000000000000,Kc Ks, Ah 7s
Qh Qs,1, Qh Qs,Kh Ah,QQ,AK s,1,0.538805609284,0.456457498201,0.004736892514,0.538805609284,1.000000000000,Qh Qs, Kh Ah
Jh 8c,1, 2s 2c,Jh 8c,22,J8,0,0.497509203973,0.487754510881,0.014736285146,0.487754510881,1.000000000000,2s 2c, Jh 8c
Draw,2, As 9s,Ad 8h,A9 s,A8,0,0.633193054504,0.218457119764,0.148349825732,0.148349825732,1.000000000000,As 9s, Ad 8h
Draw,2, Ah Jh,Jd Ad,AJ s,AJ s,0,0.071574907259,0.071574907259,0.856850185481,0.856850185481,1.000000000000,Ah Jh, Jd Ad
Ad Kc,1, 9s 9c,Ad Kc,99,AK,0,0.550759094180,0.445329801250,0.003911104570,0.445329801250,1.000000000000,Ad Kc, 9s 9c
7h 0m 5s,1, Ts Tc,7h 0m 5s,TT,75,0,0.830021421430,0.165223581794,0.004754996776,0.165223581794,1.000000000000,Ts Tc,7h 0m 5s
Jc As,1, Jc As,Td Ac,AJ,AT,1,0.683934044422,0.235513670470,0.080552285108,0.683934044422,1.000000000000,Jc As, Td Ac
6d,1,6d,4d 3h,76s,43,1,0.618691540754,0.308657808427,0.072650650819,0.618691540754,1.000000000000,6d,4d 3h
Ah 9s,1, Th Ts,Ah 9s,TT,A9,0,0.721634709724,0.273981722872,0.004383567404,0.273981722872,1.000000000000,Th Ts, Ah 9s
Ad Kc,1, Ad Kc,Qc As,AK,AQ,1,0.723533905194,0.229671833973,0.046794260832,0.723533905194,1.000000000000,Ad Kc, Qc As
5s 5c,1, Ts Jc,5s 5c,JT,55,0,0.500721250432,0.490791938815,0.008486810753,0.490791938815,1.000000000000,5s 5c, Ts Jc
Kd Qd,1, 6h 6c,Kd Qd,66,KQ s,0,0.505299292649,0.490489422439,0.004211284912,0.490489422439,1.000000000000,Kd Qd, 6h 6c
Jd Jc,1, Jd Jc,9h Qh,JJ,Q9 s,1,0.674380250236,0.321991305282,0.003628444482,0.674380250236,1.000000000000,Jd Jc, 9h Qh
Qc Ks,1, Ac Kh,Qc Ks,AK,KQ,0,0.742421906390,0.245953989479,0.011624104131,0.245953989479,1.000000000000,Ac Kh, Qc Ks
Jc Jd,1, Jc Jd,9c Ac,JJ,A9 s,1,0.685159294144,0.310525467440,0.004315238416,0.685159294144,1.000000000000,Jc Jd, 9c Ac
6d 6h,1,6d 6h,Jh Kc,66,KJ,1,0.527943636177,0.467467809454,0.004588554369,0.527943636177,1.000000000000,Jh Kc,6d 6h
3d 0h 0m 3s,1, Jh Ah,3d 0h 0m 3s,AJ s,33,0,0.497627173679,0.497055429410,0.005317396911,0.497055429410,1.000000000000,Jh Ah,3d 0h 0m 3s
9h Kh,1,5h 0m 5s,9h Kh,55,K9 s,0,0.512389155197,0.481265009017,0.006345835786,0.481265009017,1.000000000000,9h Kh,5h 0m 5s
Qh Qs,1, Qh Qs,6d 6c,QQ,66,1,0.797364253077,0.199984348574,0.002651398350,0.797364253077,1.000000000000,Qh Qs, 6d 6c
Qs Jh,1, 7d 7c,Qs Jh,77,QJ,0,0.523275072651,0.472805646661,0.003919280688,0.472805646661,1.000000000000,7d 7c, Qs Jh
9d 0h 0m 9s,1,9d 0h 0m 9s,Jc Ah,99,AJ,1,0.557207131444,0.439807417374,0.002985451182,0.557207131444,1.000000000000,9d 0h 0m 9s, Jc Ah
Ah Js,1, 3c 3d,Ah Js,33,AJ,0,0.528421939095,0.466819560078,0.004758500827,0.466819560078,1.000000000000,Ah Js, 3c 3d
Kc Qs,1, Qh Qc,Kc Qs,QQ,KQ,0,0.678499845822,0.309179911978,0.012320242200,0.309179911978,1.000000000000,Qh Qc, Kc Qs
Js Jh,1, Js Jh,5s 5c,JJ,55,1,0.803326979321,0.192500280324,0.004172740355,0.803326979321,1.000000000000,Js Jh, 5s 5c
As Th,1, As Th,7d Qd,AT,Q7 s,1,0.605184593390,0.390945766640,0.003869639970,0.605184593390,1.000000000000,As Th, 7d Qd
As 5s,1, As 5s,Qh Kh,A5 s,KQ s,1,0.565740078865,0.429221096254,0.005038824882,0.565740078865,1.000000000000,Qh Kh, As 5s
Ad As,1, Ad As,Ah 6h,AA,A6 s,1,0.877776960166,0.113135868397,0.009087171437,0.877776960166,1.000000000000,Ad As, Ah 6h
Tc Kc,1, Tc Kc,8d Kh,KT s,K8,1,0.686723852774,0.216041660827,0.097234486400,0.686723852774,1.000000000000,Tc Kc, 8d Kh
Ac Tc,1, Ac Tc,9h Th,AT s,T9 s,1,0.681202052906,0.298077327390,0.020720619703,0.681202052906,1.000000000000,Ac Tc, 9h Th
Ah As,1, Ah As,Ks 9d,AA,K9,1,0.866888706678,0.129410431792,0.003700861529,0.866888706678,1.000000000000,Ah As, Ks 9d
Ad As,1, Ad As,Qc Tc,AA,QT s,1,0.797279571852,0.199264850167,0.003455577981,0.797279571852,1.000000000000,Ad As, Qc Tc
Ad Kd,1, Ad Kd,Jd Ks,AK s,KJ,1,0.744479952158,0.243448009232,0.012072038610,0.744479952158,1.000000000000,Ad Kd, Jd Ks
As 8c,1, Kc Ks,As 8c,KK,A8,0,0.716237303656,0.279252983115,0.004509713228,0.279252983115,1.000000000000,Kc Ks, As 8c
Qd As,1, Qd As,Td Jh,AQ,JT,1,0.631696824863,0.363931871911,0.004371303227,0.631696824863,1.000000000000,Qd As, Td Jh
Jd Js,1, Jd Js,Qh Kh,JJ,KQ s,1,0.533406451191,0.462749605210,0.003843943599,0.533406451191,1.000000000000,Jd Js, Qh Kh
Ks Qd,1, 4s As,Ks Qd,A4 s,KQ,0,0.595873162709,0.398679790504,0.005447046786,0.398679790504,1.000000000000,Ks Qd, 4s As
3s 3c,1, 3s 3c,Ah Qh,33,AQ s,1,0.500178122576,0.494401695026,0.005420182398,0.500178122576,1.000000000000,Ah Qh, 3s 3c
Ks Kc,1, Ks Kc,Js Jd,KK,JJ,1,0.813175113765,0.182458839085,0.004366047151,0.813175113765,1.000000000000,Ks Kc, Js Jd
Ah Qh,1, Kd Kc,Ah Qh,KK,AQ s,0,0.676827245629,0.319240625496,0.003932128874,0.319240625496,1.000000000000,Kd Kc, Ah Qh
Jd Kd,1,5d 0h 0m 5s,Jd Kd,55,KJ s,0,0.500633649165,0.493278646782,0.006087704053,0.493278646782,1.000000000000,Jd Kd,5d 0h 0m 5s
Js Jc,1, Js Jc,As Td,JJ,AT,1,0.708826236463,0.287403989011,0.003769774526,0.708826236463,1.000000000000,Js Jc, As Td
Jd Jh,1, Jd Jh,Ac 4s,JJ,A4,1,0.702443608144,0.294220535606,0.003335856250,0.702443608144,1.000000000000,Jd Jh, Ac 4s
Jh Jc,1, Jh Jc,7c 7d,JJ,77,1,0.807130042329,0.188903956307,0.003966001364,0.807130042329,1.000000000000,Jh Jc, 7c 7d
Ac 4d,1, Ac 4d,Jh Qc,A4,QJ,1,0.564372331081,0.430891944421,0.004735724498,0.564372331081,1.000000000000,Jh Qc, Ac 4d
7d 0h 0m 7s,1,7d 0h 0m 7s,Qh Ad,77,AQ,1,0.543454316523,0.452789925153,0.003755758323,0.543454316523,1.000000000000,Qh Ad,7d 0h 0m 7s
Ad Qs,1, Ad Qs,Ah Js,AQ,AJ,1,0.713065553780,0.228981535989,0.057952910231,0.713065553780,1.000000000000,Ad Qs, Ah Js
9s Td,1, Ac 6h,9s Td,A6,T9,0,0.549783216064,0.447045034059,0.003171749876,0.447045034059,1.000000000000,9s Td, Ac 6h
8s Ah,1, 8s Ah,Ks Tc,A8,KT,1,0.568610480382,0.427248899728,0.004140619890,0.568610480382,1.000000000000,Ks Tc, 8s Ah
Qc Kh,1, 3c As,Qc Kh,A3,KQ,0,0.573057704707,0.421963623282,0.004978672012,0.421963623282,1.000000000000,Qc Kh, 3c As
Qd Js,1,9h 0m 9s,Qd Js,99,QJ,0,0.543569950196,0.452492080845,0.003937968959,0.452492080845,1.000000000000,9h 0m 9s, Qd Js
Td Th,1, Td Th,Qd Ad,TT,AQ s,1,0.540777805810,0.454779641933,0.004442552257,0.540777805810,1.000000000000,Qd Ad, Td Th
Js Jd,1, Js Jd,Ah Kc,JJ,AK,1,0.570907385604,0.425829175193,0.003263439202,0.570907385604,1.000000000000,Js Jd, Ah Kc
Jd Jc,1, Jd Jc,8d 0h 0m 8s,JJ,88,1,0.810262079631,0.185638765079,0.004099155290,0.810262079631,1.000000000000,Jd Jc,8d 0h 0m 8s
Tc Kc,1, 4h Ah,Tc Kc,A4 s,KT s,0,0.559141951429,0.435901568880,0.004956479691,0.435901568880,1.000000000000,Tc Kc, 4h Ah
Jd Ts,1, Ks Qs,Jd Ts,KQ s,JT,0,0.656608873191,0.336128397761,0.007262729048,0.336128397761,1.000000000000,Ks Qs, Jd Ts
Kd Kc,1, Kd Kc,Js Jd,KK,JJ,1,0.813175113765,0.182458839085,0.004366047151,0.813175113765,1.000000000000,Kd Kc, Js Jd
Draw,2, Jd As,Ah Js,AJ,AJ,0,0.018188943085,0.010941398256,0.970869658659,0.970869658659,1.000000000000,Jd As, Ah Js
