WinningHand,NumWinners,FavouredHand,UnfavouredHand,FavouredHandClass,UnfavouredHandClass,FavouredWon,P(FavouredWins),P(FavouredLoses),P(Tie),P(ThisOutcome),Sum(Ps),AllHands,
Ad 8d,1,2d 2h,Ad 8d,22,A8 s,0,0.498551075043,0.495182514320,0.006266410637,0.495182514320,1.000000000000,Ad 8d,2d 2h
2s,1, Kc 4c,2s,K4 s,42s,0,0.687424662910,0.278695839057,0.033879498033,0.278695839057,1.000000000000,Kc 4c,2s
5d As,1, 5d As,Kh Td,A5,KT,1,0.567274853063,0.428170465058,0.004554681879,0.567274853063,1.000000000000,Kh Td, 5d As
Draw,2, Ks Ah,6h As,AK,A6,0,0.719577831974,0.235945252712,0.044476915314,0.044476915314,1.000000000000,Ks Ah, 6h As
9s Ts,1, 9s Ts,9c 7c,T9 s,97s,1,0.661091722031,0.272825970155,0.066082307815,0.661091722031,1.000000000000,9s Ts, 9c 7c
Qs Qh,1, Kd Ks,Qs Qh,KK,QQ,0,0.817023729431,0.178327563330,0.004648707239,0.178327563330,1.000000000000,Kd Ks, Qs Qh
Ts Ad,1, Ts Ad,Qd Ks,AT,KQ,1,0.596766111625,0.397897219185,0.005336669190,0.596766111625,1.000000000000,Qd Ks, Ts Ad
8h Ac,1,7d 0h 0m 7s,8h Ac,77,A8,0,0.567163307450,0.430010091666,0.002826600884,0.430010091666,1.000000000000,7d 0h 0m 7s, 8h Ac
Ac Kc,1, 7s 7c,Ac Kc,77,AK s,0,0.522843490408,0.472848279278,0.004308230314,0.472848279278,1.000000000000,Ac Kc, 7s 7c
9s 9c,1, 9s 9c,Ad Qd,99,AQ s,1,0.523369682019,0.473011801643,0.003618516338,0.523369682019,1.000000000000,Ad Qd, 9s 9c
Qs Qh,1, Qs Qh,7s Ad,QQ,A7,1,0.719029448042,0.277416276549,0.003554275409,0.719029448042,1.000000000000,Qs Qh, 7s Ad
Tc 3c,1, 6s Ah,Tc 3c,A6,T3 s,0,0.588375078257,0.407275810837,0.004349110906,0.407275810837,1.000000000000,6s Ah, Tc 3c
Ad 3c,1, As 8d,Ad 3c,A8,A3,0,0.544912001607,0.241013278016,0.214074720377,0.241013278016,1.000000000000,As 8d, Ad 3c
4d Ad,1, 4d Ad,8s Td,A4 s,T8,1,0.579325867369,0.415734589185,0.004939543446,0.579325867369,1.000000000000,4d Ad, 8s Td
Qc Ks,1, Tc Th,Qc Ks,TT,KQ,0,0.562914061989,0.433125776731,0.003960161280,0.433125776731,1.000000000000,Tc Th, Qc Ks
Qc Jh,1, Ac 5c,Qc Jh,A5 s,QJ,0,0.581334856427,0.413535797382,0.005129346191,0.413535797382,1.000000000000,Ac 5c, Qc Jh
Ah 6c,1, Qh Qs,Ah 6c,QQ,A6,0,0.711793583382,0.284627612854,0.003578803764,0.284627612854,1.000000000000,Qh Qs, Ah 6c
4c 4d,1, 4c 4d,Ad Qd,44,AQ s,1,0.509977200310,0.484488735645,0.005534064045,0.509977200310,1.000000000000,Ad Qd, 4c 4d
Tc Kc,1, Tc Kc,Qc Td,KT s,QT,1,0.730404764575,0.240481830329,0.029113405096,0.730404764575,1.000000000000,Tc Kc, Qc Td
5d 0h 0m 5s,1,5d 0h 0m 5s,Kh Ac,55,AK,1,0.548238513722,0.447938566983,0.003822919295,0.548238513722,1.000000000000,Kh Ac,5d 0h 0m 5s
9d Qd,1,5d 0h 0m 5s,9d Qd,55,Q9 s,0,0.501207729469,0.491345578822,0.007446691709,0.491345578822,1.000000000000,9d Qd,5d 0h 0m 5s
9s Qd,1, Ah Th,9s Qd,AT s,Q9,0,0.650709219858,0.345259369832,0.004031410310,0.345259369832,1.000000000000,Ah Th, 9s Qd
Jc Jd,1, Jc Jd,As Ts,JJ,AT s,1,0.673935235799,0.322513408834,0.003551355367,0.673935235799,1.000000000000,Jc Jd, As Ts
Qh As,1, Qh As,Ad 6s,AQ,A6,1,0.709597711621,0.235344892029,0.055057396350,0.709597711621,1.000000000000,Qh As, Ad 6s
Ah Jd,1,9h 0m 9s,Ah Jd,99,AJ,0,0.552707346359,0.443505942870,0.003786710771,0.443505942870,1.000000000000,9h 0m 9s, Ah Jd
Tc Ts,1, Tc Ts,Js 9s,TT,J9 s,1,0.674878409441,0.320415650492,0.004705940067,0.674878409441,1.000000000000,Tc Ts, Js 9s
Kc Ah,1, Kc Ah,Qc Tc,AK,QT s,1,0.611536853269,0.383351320794,0.005111825937,0.611536853269,1.000000000000,Kc Ah, Qc Tc
6d As,1, Js Ad,6d As,AJ,A6,0,0.692673730833,0.230953148506,0.076373120661,0.230953148506,1.000000000000,Js Ad, 6d As
8h 0m 8s,1,8h 0m 8s,Jc Ah,88,AJ,1,0.551702851830,0.444664615629,0.003632532541,0.551702851830,1.000000000000,8h 0m 8s, Jc Ah
6h Ac,1, 6h Ac,Qc 7s,A6,Q7,1,0.603153996019,0.392902194937,0.003943809043,0.603153996019,1.000000000000,6h Ac, Qc 7s
4d 4h,1, Js Jd,4d 4h,JJ,44,0,0.807549360394,0.187922822116,0.004527817490,0.187922822116,1.000000000000,Js Jd,4d 4h
8d 0h 0m 8s,1,8d 0h 0m 8s,Kd Ad,88,AK s,1,0.524427321317,0.471153486764,0.004419191919,0.524427321317,1.000000000000,Kd Ad,8d 0h 0m 8s
Jc Ks,1, Td Th,Jc Ks,TT,KJ,0,0.568227370841,0.428669208271,0.003103420888,0.428669208271,1.000000000000,Td Th, Jc Ks
Qh 9s,1, Qh 9s,4d 0h 0m 7s,Q9,74,1,0.653082046179,0.337410296303,0.009507657519,0.653082046179,1.000000000000,Qh 9s,4d 0h 0m 7s
Ac 6s,1, Ac 6s,9h,A6,96s,1,0.664416482120,0.313275563218,0.022307954662,0.664416482120,1.000000000000,9h, Ac 6s
As 8c,1, As 8c,9d Qs,A8,Q9,1,0.585658854970,0.410293966492,0.004047178538,0.585658854970,1.000000000000,As 8c, 9d Qs
Ah Jc,1, Ah Jc,Ad Ts,AJ,AT,1,0.685184406507,0.235536446799,0.079279146694,0.685184406507,1.000000000000,Ah Jc, Ad Ts
Jh Jd,1, Jh Jd,8c 8s,JJ,88,1,0.803910987769,0.192787028472,0.003301983760,0.803910987769,1.000000000000,Jh Jd, 8c 8s
7c 4c,1, Ah 8c,7c 4c,A8,74s,0,0.620427213859,0.374590026070,0.004982760071,0.374590026070,1.000000000000,Ah 8c, 7c 4c
Jc Ac,1, As Kd,Jc Ac,AK,AJ s,0,0.672417981854,0.283579901700,0.044002116447,0.283579901700,1.000000000000,As Kd, Jc Ac
As Th,1, Ks Kd,As Th,KK,AT,0,0.704379596146,0.291682434895,0.003937968959,0.291682434895,1.000000000000,Ks Kd, As Th
7c 8s,1,4d 0h 0m 4s,7c 8s,44,87,0,0.501385852045,0.482436529962,0.016177617993,0.482436529962,1.000000000000,4d 0h 0m 4s, 7c 8s
9s 9c,1, 9s 9c,7d 0h 0m 7s,99,77,1,0.812310781263,0.181126715817,0.006562502920,0.812310781263,1.000000000000,9s 9c,7d 0h 0m 7s
As Ad,1, As Ad,Th Td,AA,TT,1,0.805601108214,0.190619773124,0.003779118661,0.805601108214,1.000000000000,As Ad, Th Td
8h,1, Kh Tc,8h,KT,98s,0,0.608242461619,0.384912375373,0.006845163008,0.384912375373,1.000000000000,Kh Tc,8h
7c Ks,1, As 5c,7c Ks,A5,K7,0,0.602520346854,0.392346218896,0.005133434250,0.392346218896,1.000000000000,7c Ks, As 5c
6d Ah,1, Th Ts,6d Ah,TT,A6,0,0.712920135677,0.283600926004,0.003478938319,0.283600926004,1.000000000000,Th Ts, 6d Ah
Ah 9c,1, Js Jd,Ah 9c,JJ,A9,0,0.717429848905,0.279688069408,0.002882081686,0.279688069408,1.000000000000,Js Jd, Ah 9c
9h 0m 9s,1,9h 0m 9s,9c As,99,A9,1,0.692357198255,0.284462338463,0.023180463282,0.692357198255,1.000000000000,9h 0m 9s, 9c As
Ac 9d,1, Ac 9d,Ts Qs,A9,QT s,1,0.530567002121,0.465416771788,0.004016226091,0.530567002121,1.000000000000,Ts Qs, Ac 9d
Ac Kh,1, Ac Kh,Ad 3d,AK,A3 s,1,0.666577897383,0.287240466646,0.046181635971,0.666577897383,1.000000000000,Ac Kh, Ad 3d
Draw,2, Kd As,Ah Kc,AK,AK,0,0.021730954317,0.021730954317,0.956538091367,0.956538091367,1.000000000000,Kd As, Ah Kc
Th Tc,1, Th Tc,Ad Ks,TT,AK,1,0.571202893879,0.425689013166,0.003108092955,0.571202893879,1.000000000000,Th Tc, Ad Ks
Qh Qs,1, Qh Qs,8d 0h 0m 8s,QQ,88,1,0.806788397387,0.189386347284,0.003825255328,0.806788397387,1.000000000000,Qh Qs,8d 0h 0m 8s
Qh Ah,1, 4c 4s,Qh Ah,44,AQ s,0,0.506705000981,0.488512553846,0.004782445173,0.488512553846,1.000000000000,Qh Ah, 4c 4s
As Kh,1, Ks Kc,As Kh,KK,AK,0,0.693782762874,0.297446014259,0.008771222867,0.297446014259,1.000000000000,Ks Kc, As Kh
Td Ad,1, Td Ad,Jh Kh,AT s,KJ s,1,0.580644558443,0.414548468029,0.004806973528,0.580644558443,1.000000000000,Td Ad, Jh Kh
Jd Th,1, Qh Ks,Jd Th,KQ,JT,0,0.642824521814,0.350340243321,0.006835234865,0.350340243321,1.000000000000,Qh Ks, Jd Th
Qs Qd,1, Qs Qd,Ah 8d,QQ,A8,1,0.717300199030,0.279077196573,0.003622604397,0.717300199030,1.000000000000,Qs Qd, Ah 8d
9d Ah,1, 9d Ah,7d 0h 0m 5s,A9,75,1,0.634734836805,0.360920140349,0.004345022846,0.634734836805,1.000000000000,9d Ah,7d 0h 0m 5s
Draw,2, Ac Jh,Ad Js,AJ,AJ,0,0.021732122333,0.021732122333,0.956535755333,0.956535755333,1.000000000000,Ac Jh, Ad Js
Ah Kc,1, Ah Kc,Ac Qs,AK,AQ,1,0.716212191293,0.236951499266,0.046836309440,0.716212191293,1.000000000000,Ah Kc, Ac Qs
Ks As,1, Ks As,6c Ah,AK s,A6,1,0.731544165055,0.227247614910,0.041208220036,0.731544165055,1.000000000000,Ks As, 6c Ah
2d Ad,1, 2d Ad,Qs Kc,A2 s,KQ,1,0.601182967510,0.393948154066,0.004868878423,0.601182967510,1.000000000000,Qs Kc, 2d Ad
As 5s,1, As 5s,Jc Th,A5 s,JT,1,0.572676931199,0.423133392201,0.004189676599,0.572676931199,1.000000000000,As 5s, Jc Th
Kc 7d,1, Tc Ad,Kc 7d,AT,K7,0,0.646084456966,0.349119081658,0.004796461376,0.349119081658,1.000000000000,Tc Ad, Kc 7d
Ad Td,1, 7c 7d,Ad Td,77,AT s,0,0.520404087125,0.475258482139,0.004337430737,0.475258482139,1.000000000000,Ad Td, 7c 7d
Ad 7h,1, Ad 7h,Kd Th,A7,KT,1,0.573127201712,0.422084513030,0.004788285258,0.573127201712,1.000000000000,Kd Th, Ad 7h
As Ac,1, As Ac,9d Ad,AA,A9 s,1,0.877755935862,0.109109714163,0.013134349975,0.877755935862,1.000000000000,As Ac, 9d Ad
Ac Kh,1, Ac Kh,Ah 9s,AK,A9,1,0.714435637597,0.238190765191,0.047373597212,0.714435637597,1.000000000000,Ac Kh, Ah 9s
Th Td,1, Th Td,As Kd,TT,AK,1,0.566804726264,0.429287673217,0.003907600520,0.566804726264,1.000000000000,Th Td, As Kd
8h Ad,1, Ts Th,8h Ad,TT,A8,0,0.719716825984,0.276836940170,0.003446233846,0.276836940170,1.000000000000,Ts Th, 8h Ad
Ad Ah,1, Ad Ah,Jc 8d,AA,J8,1,0.844673025351,0.151973598146,0.003353376503,0.844673025351,1.000000000000,Ad Ah, Jc 8d
Qs 7d,1, Kc Ad,Qs 7d,AK,Q7,0,0.675170413665,0.320627061550,0.004202524785,0.320627061550,1.000000000000,Kc Ad, Qs 7d
Jh 8h,1, Jh 8h,2d 2h,J8 s,22,1,0.509669427859,0.475479821340,0.014850750801,0.509669427859,1.000000000000,Jh 8h,2d 2h
7d 6c,1, Kc Qc,7d 6c,KQ s,76,0,0.640856413347,0.352478882255,0.006664704398,0.352478882255,1.000000000000,Kc Qc, 7d 6c
Kh 8h,1, Kh 8h,6h 0m 3s,K8 s,63,1,0.663563829787,0.328750035041,0.007686135172,0.663563829787,1.000000000000,Kh 8h,6h 0m 3s
Ac Jd,1, Ac Jd,Js Kc,AJ,KJ,1,0.738572122707,0.245716882049,0.015710995244,0.738572122707,1.000000000000,Ac Jd, Js Kc
Draw,2, Ah Qh,As Qd,AQ s,AQ,0,0.071574323251,0.021731538325,0.906694138424,0.906694138424,1.000000000000,Ah Qh, As Qd
As Ts,1, As Ts,4s Ah,AT s,A4,1,0.660840598398,0.234927909997,0.104231491604,0.660840598398,1.000000000000,As Ts, 4s Ah
8d 9h,1,8d 9h,9d 3h,98,93,1,0.575870289388,0.209681224829,0.214448485783,0.575870289388,1.000000000000,8d 9h,9d 3h
Ac Qh,1,2d 0h 0m 2s,Ac Qh,22,AQ,0,0.524107284688,0.470217905232,0.005674810080,0.470217905232,1.000000000000,Ac Qh,2d 0h 0m 2s
Qd Qc,1, Qd Qc,Kd 7d,QQ,K7 s,1,0.686812038049,0.308883235687,0.004304726264,0.686812038049,1.000000000000,Qd Qc, Kd 7d
Kh 9s,1, Ad Td,Kh 9s,AT s,K9,0,0.662579775554,0.333319317131,0.004100907316,0.333319317131,1.000000000000,Ad Td, Kh 9s
Ac 9h,1, Ac 9h,7c Qc,A9,Q7 s,1,0.607362360889,0.387960315458,0.004677323653,0.607362360889,1.000000000000,Ac 9h, 7c Qc
7s,1, 7c As,7s,A7,75s,0,0.674836944842,0.297813939581,0.027349115578,0.297813939581,1.000000000000,7s, 7c As
Jd Jh,1, Jd Jh,3d 3h,JJ,33,1,0.818128089405,0.176385735243,0.005486175352,0.818128089405,1.000000000000,Jd Jh,3d 3h
As 8s,1, As 8s,8c Jc,A8 s,J8 s,1,0.685125421654,0.293210785001,0.021663793345,0.685125421654,1.000000000000,As 8s, 8c Jc
Ks Kc,1, Ks Kc,Kh Qc,KK,KQ,1,0.909624108803,0.077814453508,0.012561437689,0.909624108803,1.000000000000,Ks Kc, Kh Qc
Draw,2, As Jd,Ac 6s,AJ,A6,0,0.693919420851,0.230905259814,0.075175319336,0.075175319336,1.000000000000,As Jd, Ac 6s
Kc Ac,1, Kc Ac,Qh 4d,AK s,Q4,1,0.694544309889,0.300753838104,0.004701852008,0.694544309889,1.000000000000,Kc Ac, Qh 4d
Js Ad,1, Js Ad,Ah 5d,AJ,A5,1,0.674796064250,0.246004798213,0.079199137536,0.674796064250,1.000000000000,Js Ad, Ah 5d
Jd Ah,1, Jd Ah,7d 0h 0m 8s,AJ,87,1,0.624115227203,0.372061853503,0.003822919295,0.624115227203,1.000000000000,Jd Ah,7d 0h 0m 8s
7d 7h,1,7d 7h,5s As,77,A5 s,1,0.653065693942,0.343039553724,0.003894752334,0.653065693942,1.000000000000,7d 7h, 5s As
Jh 9c,1, 3s Ad,Jh 9c,A3,J9,0,0.558716209271,0.437364510040,0.003919280688,0.437364510040,1.000000000000,Jh 9c, 3s Ad
Ah Ac,1, Ah Ac,3s,AA,63s,1,0.799850377036,0.196212822022,0.003936800942,0.799850377036,1.000000000000,Ah Ac,3s
4c 4h,1, 4c 4h,Ah 3d,44,A3,1,0.687313701305,0.306770877134,0.005915421561,0.687313701305,1.000000000000,4c 4h, Ah 3d
Kc 9s,1,5d 0h 0m 5s,Kc 9s,55,K9,0,0.536857941113,0.457407679945,0.005734378942,0.457407679945,1.000000000000,5d 0h 0m 5s, Kc 9s
Ah Tc,1, 9s 9c,Ah Tc,99,AT,0,0.553418668648,0.442868205646,0.003713125707,0.442868205646,1.000000000000,9s 9c, Ah Tc
Jc Jd,1, Jc Jd,Kd 8c,JJ,K8,1,0.723542081313,0.271956965586,0.004500953102,0.723542081313,1.000000000000,Jc Jd, Kd 8c
Kc Qc,1, Qh Ac,Kc Qc,AQ,KQ s,0,0.708896317476,0.279149613620,0.011954068904,0.279149613620,1.000000000000,Kc Qc, Qh Ac
4s As,1, Ks Ac,4s As,AK,A4 s,0,0.673986628543,0.279281599529,0.046731771928,0.279281599529,1.000000000000,Ks Ac, 4s As
7d Ad,1,2d 0h 0m 2s,7d Ad,22,A7 s,0,0.497450219120,0.496031662602,0.006518118278,0.496031662602,1.000000000000,7d Ad,2d 0h 0m 2s
Jh Js,1, Jh Js,Kd 7h,JJ,K7,1,0.722204117960,0.274229342453,0.003566539586,0.722204117960,1.000000000000,Jh Js, Kd 7h
Ks Ah,1, Ks Ah,Qc Jc,AK,QJ s,1,0.601538044646,0.394043931451,0.004418023902,0.601538044646,1.000000000000,Ks Ah, Qc Jc
8c 7c,1, Kc Ah,8c 7c,AK,87s,0,0.592506354012,0.402913851746,0.004579794242,0.402913851746,1.000000000000,Kc Ah, 8c 7c
Kh Ad,1, Kh Ad,8d 0h 0m 7s,AK,87,1,0.621945051813,0.374156691802,0.003898256384,0.621945051813,1.000000000000,Kh Ad,8d 0h 0m 7s
Kh 8c,1, Kh 8c,8d,K8,83s,1,0.690285720293,0.273706654893,0.036007624814,0.690285720293,1.000000000000,Kh 8c,8d
6d 6c,1, 6d 6c,7s,66,75s,1,0.653647366356,0.332188092769,0.014164540876,0.653647366356,1.000000000000,6d 6c,7s
As Ad,1, As Ad,6d 0h 0m 6s,AA,66,1,0.808914772143,0.186637419524,0.004447808333,0.808914772143,1.000000000000,As Ad,6d 0h 0m 6s
7c Ac,1, 7c Ac,5s,A7 s,95s,1,0.608728940655,0.386496790290,0.004774269055,0.608728940655,1.000000000000,7c Ac,5s
Ah 5s,1, Ah 5s,Kd 9d,A5,K9 s,1,0.549968930751,0.445638157710,0.004392911539,0.549968930751,1.000000000000,Kd 9d, Ah 5s
Jc 9c,1, Qd 4s,Jc 9c,Q4,J9 s,0,0.515950438707,0.474929685383,0.009119875910,0.474929685383,1.000000000000,Jc 9c, Qd 4s
Kh 9d,1, Kh 9d,Ks 7h,K9,K7,1,0.624941599155,0.225398060158,0.149660340687,0.624941599155,1.000000000000,Kh 9d, Ks 7h
Draw,2, Qh Kd,Ks Qc,KQ,KQ,0,0.021731538325,0.021731538325,0.956536923350,0.956536923350,1.000000000000,Qh Kd, Ks Qc
Kh Ks,1, Kh Ks,4d Th,KK,T4,1,0.868957848606,0.126979204627,0.004062946766,0.868957848606,1.000000000000,Kh Ks, 4d Th
As 2c,1, As 2c,Ts Jd,A2,JT,1,0.545797942421,0.449093151683,0.005108905895,0.545797942421,1.000000000000,Ts Jd, As 2c
Ac 9c,1, Ac 9c,Qd Th,A9 s,QT,1,0.592630747811,0.403346602005,0.004022650184,0.592630747811,1.000000000000,Ac 9c, Qd Th
Kc Ac,1, Qd Qc,Kc Ac,QQ,AK s,0,0.538805609284,0.456457498201,0.004736892514,0.456457498201,1.000000000000,Qd Qc, Kc Ac
7c Ac,1,7h 0m 7s,7c Ac,77,A7 s,0,0.642890514768,0.331306824022,0.025802661210,0.331306824022,1.000000000000,7h 0m 7s, 7c Ac
Tc Td,1, Tc Td,Ah Qd,TT,AQ,1,0.567548169017,0.428610223418,0.003841607565,0.567548169017,1.000000000000,Tc Td, Ah Qd
Draw,2, Ah Js,7h Ad,AJ,A7,0,0.689003821751,0.231983923415,0.079012254833,0.079012254833,1.000000000000,Ah Js, 7h Ad
Qc 7s,1, Qd Js,Qc 7s,QJ,Q7,0,0.696807926630,0.222592483578,0.080599589792,0.222592483578,1.000000000000,Qd Js, Qc 7s
As Qd,1, As Qd,7c Ad,AQ,A7,1,0.701172805763,0.239748899728,0.059078294508,0.701172805763,1.000000000000,As Qd, 7c Ad
Ac 2s,1, Ac 2s,4d,A2,94s,1,0.561876278978,0.432785883815,0.005337837206,0.561876278978,1.000000000000,Ac 2s,4d
As Qc,1, As Qc,Qd 9d,AQ,Q9 s,1,0.691743989385,0.293467164709,0.014788845906,0.691743989385,1.000000000000,As Qc, Qd 9d
Jc Ah,1, Jc Ah,7s Ad,AJ,A7,1,0.682599001112,0.239660714453,0.077740284435,0.682599001112,1.000000000000,Jc Ah, 7s Ad
Qc Qs,1, Qc Qs,Ks 7h,QQ,K7,1,0.716828904213,0.279515202908,0.003655892879,0.716828904213,1.000000000000,Qc Qs, Ks 7h
Ah As,1, Ah As,8c 8d,AA,88,1,0.796755716275,0.200692166812,0.002552116914,0.796755716275,1.000000000000,Ah As, 8c 8d
As Ad,1, As Ad,Ac 9s,AA,A9,1,0.933703945094,0.052092969473,0.014203085433,0.933703945094,1.000000000000,As Ad, Ac 9s
Ks Jh,1, As 6c,Ks Jh,A6,KJ,0,0.572269293303,0.423489053346,0.004241653351,0.423489053346,1.000000000000,Ks Jh, As 6c
Kh Ks,1, Kh Ks,Ac 2s,KK,A2,1,0.714745162074,0.280655187397,0.004599650529,0.714745162074,1.000000000000,Kh Ks, Ac 2s
6d 0h 0m 6s,1,6d 0h 0m 6s,5s 5c,66,55,1,0.803850250890,0.176663723264,0.019486025846,0.803850250890,1.000000000000,6d 0h 0m 6s, 5s 5c
5s Ac,1, 5s Ac,Js Qh,A5,QJ,1,0.558782202226,0.436768237416,0.004449560358,0.558782202226,1.000000000000,Js Qh, 5s Ac
4d Ad,1,2d 0h 0m 2s,4d Ad,22,A4 s,0,0.500409389921,0.492554476308,0.007036133771,0.492554476308,1.000000000000,4d Ad,2d 0h 0m 2s
Qc Ks,1,9d 0h 0m 9s,Qc Ks,99,KQ,0,0.550492202319,0.445544716359,0.003963081322,0.445544716359,1.000000000000,9d 0h 0m 9s, Qc Ks
7h,1, Ts Ad,7h,AT,87s,0,0.583386478102,0.412989165475,0.003624356423,0.412989165475,1.000000000000,Ts Ad,7h
Ah Ad,1, Ah Ad,Ts Qs,AA,QT s,1,0.797279571852,0.199264850167,0.003455577981,0.797279571852,1.000000000000,Ah Ad, Ts Qs
Kh Kd,1, Kh Kd,8d 0h 0m 8s,KK,88,1,0.806810005700,0.189386347284,0.003803647016,0.806810005700,1.000000000000,Kh Kd,8d 0h 0m 8s
4c 4d,1, 4c 4d,Qd Ac,44,AQ,1,0.529982993674,0.464443229707,0.005573776619,0.529982993674,1.000000000000,Qd Ac, 4c 4d
Kd Ad,1, Kd Ad,Qs Js,AK s,QJ s,1,0.624705075734,0.370320340313,0.004974583952,0.624705075734,1.000000000000,Kd Ad, Qs Js
Ad Qc,1, Ad Qc,Ac 6c,AQ,A6 s,1,0.672990894140,0.273499331894,0.053509773965,0.672990894140,1.000000000000,Ad Qc, Ac 6c
Ks Ac,1, Ks Ac,Ad 5d,AK,A5 s,1,0.658035021819,0.296984063577,0.044980914604,0.658035021819,1.000000000000,Ks Ac, Ad 5d
9s Tc,1, 7d 7c,9s Tc,77,T9,0,0.523741695400,0.470463772788,0.005794531812,0.470463772788,1.000000000000,7d 7c, 9s Tc
Kh 5c,1, Kh 5c,4d 5h,K5,54,1,0.680098276941,0.281297596688,0.038604126370,0.680098276941,1.000000000000,4d 5h, Kh 5c
6d 4h,1, 2s Ks,6d 4h,K2 s,64,0,0.585614470328,0.407132144759,0.007253384913,0.407132144759,1.000000000000,2s Ks,6d 4h
Qd Qs,1, Qd Qs,6d 8h,QQ,86,1,0.828078425326,0.168659887497,0.003261687177,0.828078425326,1.000000000000,Qd Qs,6d 8h
Ts Qd,1, Ts Qd,8d 6c,QT,86,1,0.645929694727,0.345489469160,0.008580836113,0.645929694727,1.000000000000,Ts Qd, 8d 6c
Draw,2, Ks Qs,Js Kd,KQ s,KJ,0,0.720546701987,0.224876540614,0.054576757398,0.054576757398,1.000000000000,Ks Qs, Js Kd
Draw,2, Ks Kc,Kh Ad,KK,AK,0,0.696133980882,0.295976064998,0.007889954120,0.007889954120,1.000000000000,Ks Kc, Kh Ad
Kh Ah,1, Kh Ah,Jh Th,AK s,JT s,1,0.639641091769,0.354519407769,0.005839500463,0.639641091769,1.000000000000,Kh Ah, Jh Th
Kd As,1, Kd As,Ah 5h,AK,A5 s,1,0.658035021819,0.296984063577,0.044980914604,0.658035021819,1.000000000000,Kd As, Ah 5h
Draw,2, As 6d,Ah 6s,A6,A6,0,0.018112437978,0.010991038974,0.970896523047,0.970896523047,1.000000000000,Ah 6s, As 6d
Jh Th,1, 8c 8s,Jh Th,88,JT s,0,0.499948607257,0.495925957073,0.004125435670,0.495925957073,1.000000000000,8c 8s, Jh Th
Jh Jc,1, Jh Jc,Ah Kc,JJ,AK,1,0.562046225437,0.433089568208,0.004864206356,0.562046225437,1.000000000000,Jh Jc, Ah Kc
Js Kd,1, Qc Qh,Js Kd,QQ,KJ,0,0.712055219167,0.284631116904,0.003313663929,0.284631116904,1.000000000000,Qc Qh, Js Kd
Qc Jh,1, Qc Jh,4c 8s,QJ,84,1,0.667349372541,0.323474102729,0.009176524729,0.667349372541,1.000000000000,Qc Jh, 4c 8s
Ac 6s,1, Ac 6s,8h 7c,A6,87,1,0.563308851699,0.432853044786,0.003838103514,0.563308851699,1.000000000000,Ac 6s, 8h 7c
Jh Js,1, Jh Js,Ks Ad,JJ,AK,1,0.566467169381,0.429468715836,0.004064114783,0.566467169381,1.000000000000,Jh Js, Ks Ad
5c 5h,1, 5c 5h,3s Td,55,T3,1,0.685186158533,0.302800787711,0.012013053757,0.685186158533,1.000000000000,5c 5h, 3s Td
7d 7c,1, 7d 7c,Th 3d,77,T3,1,0.706960913483,0.284976849905,0.008062236612,0.706960913483,1.000000000000,7d 7c, Th 3d
7h Ah,1,6h 0m 6s,7h Ah,66,A7 s,0,0.536594553304,0.458823316420,0.004582130276,0.458823316420,1.000000000000,7h Ah,6h 0m 6s
3s Ad,1, Ah Td,3s Ad,AT,A3,0,0.648127902522,0.242509507658,0.109362589820,0.242509507658,1.000000000000,Ah Td, 3s Ad
4d Js,1, 4d Js,5h 0m 8s,J4,85,1,0.574558022407,0.411390150347,0.014051827246,0.574558022407,1.000000000000,5h 0m 8s, 4d Js
Qd Ac,1, Qd Ac,2d 4c,AQ,42,1,0.658905778413,0.335055574244,0.006038647343,0.658905778413,1.000000000000,Qd Ac, 2d 4c
Td Ts,1, Td Ts,4c Ah,TT,A4,1,0.701533722984,0.295285767013,0.003180510003,0.701533722984,1.000000000000,Td Ts, 4c Ah
9d 7c,1, Ks Qc,9d 7c,KQ,97,0,0.643206463338,0.350440692774,0.006352843888,0.350440692774,1.000000000000,Ks Qc, 9d 7c
Ac Td,1, Ac Td,8h Qh,AT,Q8 s,1,0.596891673441,0.399203646082,0.003904680477,0.596891673441,1.000000000000,Ac Td, 8h Qh
9h 0m 9s,1,9h 0m 9s,7d 0h 0m 7s,99,77,1,0.812310781263,0.181126715817,0.006562502920,0.812310781263,1.000000000000,9h 0m 9s,7d 0h 0m 7s
Qd Qs,1, Qd Qs,Tc Ts,QQ,TT,1,0.813622464235,0.182272540390,0.004104995375,0.813622464235,1.000000000000,Qd Qs, Tc Ts
Td Ac,1, Td Ac,Kd Th,AT,KT,1,0.727990473654,0.251957596315,0.020051930031,0.727990473654,1.000000000000,Td Ac, Kd Th
Ah As,1, Ah As,Ac Kh,AA,AK,1,0.927966646110,0.058559110999,0.013474242891,0.927966646110,1.000000000000,Ah As, Ac Kh
4d 0h 0m 4s,1,4d 0h 0m 4s,Ah Qs,44,AQ,1,0.534358968968,0.460731272017,0.004909759015,0.534358968968,1.000000000000,Ah Qs,4d 0h 0m 4s
Ah Kh,1, Ah Kh,As 4s,AK s,A4 s,1,0.680611620366,0.275750684458,0.043637695176,0.680611620366,1.000000000000,Ah Kh, As 4s
Ad 7h,1, Ad 7h,8c Ts,A7,T8,1,0.569324138704,0.427702674291,0.002973187004,0.569324138704,1.000000000000,8c Ts, Ad 7h
